id,precio,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,cantidad_pisos,departamentos_piso,numero_piso_unidad,comuna
1060,430000.0,48.0,45.0,0.0,2,2,1,1,0,1,50000.0,0,0,0,santiago
1061,11.0,40.0,37.0,0.0,1,1,1,0,0,1,50000.0,0,0,0,santiago
1062,370000.0,43.0,42.0,0.0,2,2,1,0,0,0,50000.0,0,0,0,la cisterna
1063,450000.0,47.0,45.0,0.0,2,2,2,0,0,0,100000.0,0,0,0,otras
1064,435000.0,0.0,46.0,0.0,0,0,0,0,0,0,86000.0,0,0,0,santiago
1066,350000.0,49.0,47.0,0.0,2,2,1,0,0,1,70000.0,0,0,0,estación central
1067,9.0,36.0,32.0,0.0,1,1,1,0,0,1,60000.0,0,0,0,otras
1068,320000.0,32.0,29.0,0.0,1,1,1,0,0,0,45000.0,0,0,0,san miguel
1069,375000.0,52.0,50.0,0.0,3,3,1,0,0,0,70000.0,0,0,0,san miguel
1070,297000.0,33.0,33.0,0.0,0,1,1,0,0,0,81000.0,14,20,0,santiago
1071,250000.0,32.0,30.0,0.0,0,1,1,0,0,0,60000.0,0,0,0,estación central
1072,415000.0,54.0,50.0,0.0,3,3,1,1,0,0,75000.0,0,0,0,la cisterna
1073,250000.0,23.0,23.0,0.0,1,1,1,0,0,0,60000.0,0,0,0,la cisterna
1074,394000.0,45.0,45.0,0.0,0,2,2,0,0,0,81000.0,19,16,2,san miguel
1075,1152.0,43.0,43.0,0.0,2,2,1,0,0,1,50000.0,0,0,0,otras
1076,330000.0,42.0,33.0,0.0,1,1,1,0,0,1,55000.0,0,0,0,la cisterna
1077,310000.0,32.0,32.0,0.0,1,1,1,0,0,0,40000.0,0,0,0,santiago
1078,390000.0,50.0,48.0,0.0,0,2,2,1,0,0,0.0,0,0,0,la cisterna
1079,1150.0,0.0,42.0,0.0,0,0,0,0,0,0,58000.0,0,0,0,san miguel
1080,270000.0,30.0,30.0,0.0,1,1,1,0,0,0,30000.0,0,0,0,otras
1081,343000.0,44.0,40.0,0.0,2,2,2,0,0,0,85000.0,0,0,0,estación central
1082,289000.0,27.0,27.0,0.0,0,1,1,0,0,0,80000.0,19,20,2,santiago
1083,195000.0,25.0,25.0,0.0,1,1,1,0,0,0,50000.0,0,0,0,santiago
1084,320000.0,35.0,37.0,0.0,0,1,1,0,2,0,40000.0,0,0,6,la cisterna
1085,340000.0,0.0,40.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1086,395000.0,35.0,35.0,0.0,1,1,1,1,0,0,60000.0,0,0,0,santiago
1087,50.0,160.0,150.0,10.0,0,2,4,2,0,1,230000.0,5,2,4,las condes
1088,465000.0,53.0,50.0,0.0,3,3,1,1,0,0,80000.0,0,0,0,la cisterna
1089,380000.0,45.0,43.0,0.0,3,3,1,0,0,0,40000.0,0,0,0,la cisterna
1090,400000.0,40.0,37.0,0.0,1,1,1,0,0,1,40000.0,0,0,0,otras
1091,441769.0,53.0,42.0,0.0,2,2,1,1,0,1,85000.0,0,0,0,san miguel
1092,13.0,46.0,44.0,0.0,2,2,1,1,0,0,50000.0,0,0,0,la cisterna
1093,411448.0,49.0,45.0,0.0,1,1,1,1,0,1,60000.0,0,0,0,otras
1094,270000.0,30.0,28.0,0.0,1,1,1,0,0,0,37000.0,0,0,0,estación central
1095,38.0,100.0,90.0,0.0,0,2,2,2,5,1,170000.0,4,3,3,otras
1096,306000.0,0.0,33.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,santiago
1098,4500000.0,304.0,264.0,40.0,6,4,4,1,0,0,450000.0,6,0,0,otras
1099,250000.0,0.0,26.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1100,370000.0,45.0,53.0,0.0,0,2,1,0,0,1,90000.0,0,0,12,la cisterna
1101,315000.0,35.0,35.0,0.0,1,1,1,0,0,0,50000.0,0,0,0,santiago
1102,430000.0,52.0,49.0,0.0,2,2,2,1,0,0,80000.0,0,0,0,la cisterna
1103,45.0,160.0,145.0,15.0,0,3,3,1,100,1,360000.0,0,0,4,las condes
1104,340000.0,45.0,45.0,0.0,2,2,1,1,0,1,50000.0,0,0,0,estación central
1105,390000.0,36.0,36.0,0.0,2,2,1,0,0,0,50000.0,0,0,0,santiago
1106,285000.0,0.0,35.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,estación central
1107,394000.0,45.0,45.0,1.0,0,2,2,0,1,0,81000.0,19,16,2,san miguel
1108,275000.0,47.0,40.0,0.0,1,1,1,0,0,0,50000.0,0,0,0,otras
1109,300000.0,47.0,45.0,0.0,0,2,1,0,0,0,80000.0,0,0,0,estación central
1111,253441.0,0.0,21.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,estación central
1112,920.0,37.0,35.0,2.0,0,1,1,0,0,1,60000.0,0,0,18,santiago
1113,380000.0,0.0,47.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,estación central
1114,270000.0,40.0,40.0,0.0,1,1,1,0,0,0,35000.0,0,0,0,estación central
1115,1060.0,0.0,42.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,estación central
1116,862.0,0.0,32.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,otras
1117,280000.0,42.0,42.0,0.0,1,1,1,0,0,0,45000.0,0,0,0,estación central
1118,335000.0,45.0,43.0,0.0,2,2,1,0,0,1,50000.0,0,0,0,estación central
1119,750.0,25.0,25.0,0.0,1,1,1,0,0,0,80000.0,0,0,0,santiago
1120,927.0,35.0,31.0,0.0,1,1,1,0,0,1,60000.0,0,0,0,otras
1122,281407.0,0.0,32.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,la cisterna
1123,423854.0,42.0,41.0,0.0,2,2,1,1,0,1,45000.0,0,0,0,estación central
1124,365669.0,35.0,33.0,0.0,2,2,1,0,0,0,48000.0,0,0,0,estación central
1125,330000.0,47.0,45.0,0.0,2,2,1,0,0,0,35000.0,0,0,0,la cisterna
1126,485000.0,0.0,42.0,0.0,0,0,0,0,0,0,95000.0,0,0,0,san miguel
1127,11.0,38.0,38.0,0.0,1,1,1,0,0,0,70000.0,0,0,0,san miguel
1128,300000.0,0.0,45.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1129,295000.0,32.0,30.0,0.0,1,1,1,0,0,0,50000.0,0,0,0,la cisterna
1130,321000.0,0.0,33.0,0.0,0,0,0,0,0,0,56000.0,0,0,0,santiago
1131,1300000.0,0.0,100.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,providencia
1132,276035.0,42.0,40.0,0.0,1,1,1,0,0,0,50000.0,0,0,0,estación central
1133,370000.0,0.0,35.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,la cisterna
1134,813.0,0.0,35.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,santiago
1135,437575.0,45.0,45.0,0.0,2,2,1,0,0,0,1.0,0,0,0,estación central
1136,28.0,110.0,94.0,16.0,0,2,3,1,0,1,225000.0,13,4,10,otras
1138,276450.0,38.0,36.0,0.0,1,1,1,0,0,1,55000.0,0,0,0,estación central
1139,486625.0,665.0,64.0,0.0,0,2,2,0,4,0,0.0,21,8,13,san miguel
1140,350000.0,37.0,37.0,0.0,0,1,1,0,2,0,50000.0,6,4,1,santiago
1141,486000.0,49.0,49.0,0.0,0,2,2,0,2,0,95000.0,22,13,2,santiago
1142,297000.0,0.0,33.0,0.0,0,0,0,0,0,0,81000.0,0,0,0,santiago
1143,300000.0,40.0,38.0,0.0,0,2,1,0,0,0,0.0,0,0,0,otras
1144,73.0,0.0,140.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1145,33.0,0.0,112.0,0.0,0,0,0,0,0,0,160000.0,0,0,0,las condes
1146,980000.0,77.0,75.0,2.0,0,2,2,0,0,0,130000.0,25,6,18,otras
1147,220000.0,0.0,25.0,0.0,0,0,0,0,0,0,30000.0,0,0,0,la cisterna
1148,394000.0,45.0,45.0,1.0,0,2,2,0,2,0,81000.0,19,16,2,san miguel
1149,473000.0,51.0,51.0,0.0,0,2,1,0,0,0,80000.0,20,13,2,otras
1150,435000.0,46.0,46.0,1.0,0,1,1,0,0,0,86000.0,0,0,0,santiago
1151,340000.0,32.0,27.0,5.0,0,1,1,0,0,1,55000.0,13,0,2,santiago
1152,350000.0,30.0,30.0,0.0,0,1,1,0,2,0,0.0,2,4,2,santiago
1153,394000.0,0.0,45.0,0.0,0,0,0,0,0,0,81000.0,0,0,0,san miguel
1155,35.0,133.0,133.0,0.0,0,3,2,2,0,1,300000.0,12,2,8,providencia
1156,285000.0,25.0,25.0,1.0,0,1,1,0,0,0,46000.0,21,14,0,santiago
1157,460000.0,0.0,54.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,santiago
1158,911.0,36.0,36.0,0.0,1,1,1,0,0,1,40000.0,0,0,0,estación central
1159,394000.0,45.0,45.0,0.0,0,2,2,0,0,0,85000.0,19,16,2,san miguel
1160,383000.0,42.0,42.0,0.0,0,2,2,0,0,0,85000.0,21,14,2,santiago
1161,469000.0,0.0,62.0,0.0,0,0,0,0,0,0,88000.0,0,0,0,san miguel
1163,33.0,0.0,80.0,0.0,0,0,0,0,0,0,210000.0,0,0,0,otras
1164,427000.0,0.0,52.0,0.0,0,0,0,0,0,0,91000.0,0,0,0,la florida
1165,450000.0,36.0,43.0,7.0,0,1,1,0,0,1,55000.0,10,0,3,santiago
1166,375000.0,50.0,48.0,0.0,0,2,2,1,0,0,0.0,0,0,0,la florida
1167,550000.0,0.0,52.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,otras
1168,382364.0,0.0,32.0,0.0,0,0,0,0,0,0,0.0,0,0,0,la cisterna
1169,340000.0,38.0,34.0,4.0,0,1,1,1,3,1,40000.0,14,10,13,la cisterna
1170,393000.0,51.0,51.0,0.0,0,2,1,0,0,0,76000.0,16,20,2,san miguel
1171,400000.0,0.0,46.0,0.0,0,0,0,0,0,0,84000.0,0,0,0,santiago
1172,468000.0,54.0,54.0,0.0,0,2,2,0,0,0,109000.0,10,20,2,santiago
1173,297000.0,35.0,35.0,0.0,0,1,1,0,0,0,72000.0,22,12,2,santiago
1175,477000.0,53.0,53.0,1.0,0,2,2,0,2,0,87000.0,19,16,2,san miguel
1176,454000.0,0.0,50.0,0.0,0,0,0,0,0,0,87000.0,0,0,0,santiago
1177,1900000.0,0.0,90.0,0.0,0,0,0,0,0,0,0.0,0,0,0,las condes
1178,340000.0,0.0,45.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,san miguel
1179,48.0,11779.0,100.0,0.0,0,3,2,1,0,0,0.0,0,0,0,las condes
1180,340000.0,45.0,45.0,1.0,0,1,1,0,0,0,70000.0,19,16,2,san miguel
1181,481711.0,596.0,52.0,0.0,0,2,2,0,0,0,0.0,17,9,5,la cisterna
1182,890000.0,1044.0,91.0,0.0,0,3,2,2,0,1,195000.0,0,0,0,otras
1183,352000.0,0.0,36.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,santiago
1186,350000.0,42.0,39.0,0.0,0,2,1,1,0,0,0.0,0,0,0,la cisterna
1188,500000.0,0.0,48.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,santiago
1189,48.0,130.0,107.0,23.0,0,3,3,2,0,1,0.0,0,0,0,otras
1191,1590000.0,160.0,145.0,0.0,0,4,4,1,0,0,195000.0,12,0,0,las condes
1192,485000.0,0.0,56.0,0.0,0,0,0,0,0,0,95000.0,0,0,0,santiago
1194,1700000.0,168.0,146.0,0.0,0,4,3,1,0,1,0.0,0,1,0,las condes
1195,400000.0,46.0,44.0,0.0,0,2,2,0,0,0,84000.0,21,14,2,santiago
1196,300000.0,35.0,35.0,0.0,0,1,1,0,2,0,64000.0,0,0,0,otras
1199,350000.0,45.0,41.0,0.0,0,2,1,0,0,0,0.0,0,0,0,estación central
1200,340000.0,0.0,43.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,estación central
1204,680000.0,60.0,56.0,4.0,0,2,2,1,4,0,100000.0,21,10,14,ñuñoa
1207,320000.0,0.0,36.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,santiago
1209,235000.0,25.0,22.0,3.0,0,1,1,0,2,0,30000.0,21,8,9,estación central
1210,310000.0,45.0,45.0,0.0,0,2,1,0,0,0,70000.0,0,0,7,la cisterna
1211,394000.0,0.0,2.0,0.0,0,0,0,0,0,0,81000.0,0,0,0,san miguel
1212,286000.0,29.0,29.0,1.0,0,1,1,0,1,0,68000.0,22,10,2,santiago
1213,400000.0,51.0,51.0,0.0,0,2,1,0,0,0,79000.0,22,12,2,santiago
1214,453000.0,46.0,46.0,0.0,0,1,1,0,0,0,90000.0,19,16,2,san miguel
1215,453000.0,46.0,46.0,0.0,0,1,1,0,0,0,92000.0,19,16,2,san miguel
1217,420000.0,51.0,47.0,0.0,0,2,2,0,0,0,60000.0,0,0,6,estación central
1218,280000.0,0.0,37.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,estación central
1219,750000.0,0.0,50.0,0.0,0,0,0,0,0,0,0.0,0,0,0,providencia
1220,295000.0,36.0,36.0,0.0,0,1,1,0,0,0,60000.0,0,0,8,san miguel
1221,385000.0,3521.0,3389.0,132.0,0,1,1,1,2,1,60000.0,26,0,22,estación central
1223,69.0,180.0,160.0,20.0,0,4,3,2,0,1,250000.0,4,0,1,otras
1224,420000.0,51.0,51.0,3.0,0,2,2,0,3,0,80000.0,0,0,2,estación central
1225,334000.0,0.0,36.0,0.0,0,0,0,0,0,0,74000.0,0,0,0,la cisterna
1226,405000.0,0.0,49.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1229,70.0,0.0,220.0,0.0,0,0,0,0,0,0,13.0,0,0,0,santiago
1230,1225000.0,0.0,83.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1231,350000.0,0.0,35.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,la florida
1233,301000.0,28.0,28.0,0.0,0,1,1,0,0,0,53000.0,16,20,2,san miguel
1234,320000.0,45.0,45.0,0.0,0,2,1,0,0,0,0.0,0,0,0,estación central
1235,412000.0,0.0,51.0,0.0,0,0,0,0,0,0,75999.0,0,0,0,san miguel
1236,444000.0,53.0,53.0,0.0,0,2,2,0,0,0,87000.0,9,12,2,santiago
1237,290000.0,0.0,30.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,santiago
1238,1200000.0,110.0,102.0,8.0,0,2,2,1,4,1,207000.0,7,4,5,providencia
1241,297000.0,35.0,35.0,1.0,0,1,1,0,0,0,72000.0,22,12,2,santiago
1242,296999.0,0.0,35.0,0.0,0,0,0,0,0,0,72000.0,0,0,0,santiago
1244,427000.0,52.0,52.0,0.0,0,2,2,0,0,0,91000.0,23,14,2,la florida
1247,328000.0,0.0,37.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,santiago
1248,312000.0,0.0,34.0,0.0,0,0,0,0,0,0,64000.0,0,0,0,santiago
1249,460000.0,53.0,47.0,0.0,0,2,2,1,0,1,100000.0,0,0,10,la cisterna
1251,340000.0,38.0,34.0,0.0,0,1,1,0,0,0,70000.0,12,0,8,santiago
1252,399000.0,0.0,42.0,0.0,0,0,0,0,0,0,91000.0,0,0,0,la florida
1253,390000.0,0.0,43.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,santiago
1254,370000.0,36.0,36.0,0.0,0,1,1,0,3,0,40000.0,19,10,18,santiago
1255,245000.0,18.0,18.0,0.0,0,1,1,0,2,0,25000.0,25,18,13,santiago
1257,290000.0,0.0,25.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,santiago
1259,305000.0,0.0,28.0,0.0,0,0,0,0,0,0,53000.0,0,0,0,san miguel
1260,443000.0,0.0,52.0,0.0,0,0,0,0,0,0,91000.0,0,0,0,la florida
1261,1500000.0,161.0,141.0,20.0,0,5,4,2,0,1,210000.0,15,6,11,las condes
1263,301000.0,0.0,28.0,0.0,0,0,0,0,0,0,53000.0,0,0,0,san miguel
1266,401000.0,0.0,42.0,0.0,0,0,0,0,0,0,92000.0,0,0,0,la florida
1268,330000.0,38.0,38.0,0.0,0,1,1,0,0,1,60000.0,0,0,6,santiago
1269,310000.0,0.0,36.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,san miguel
1272,1200000.0,0.0,95.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,otras
1273,360000.0,45.0,45.0,0.0,0,2,1,1,0,0,90000.0,0,0,18,estación central
1274,412000.0,51.0,51.0,1.0,0,2,1,0,2,0,76000.0,16,20,2,san miguel
1275,480000.0,0.0,44.0,0.0,0,0,0,0,0,0,85000.0,0,0,0,santiago
1276,414000.0,51.0,51.0,0.0,0,2,1,0,0,0,81000.0,22,12,2,santiago
1277,360000.0,0.0,48.0,0.0,0,0,0,0,0,0,0.0,0,0,0,estación central
1278,380000.0,47.0,44.0,0.0,4,2,2,1,0,0,0.0,0,0,0,estación central
1279,360000.0,37.0,39.0,2.0,0,1,1,0,0,0,80000.0,17,10,13,santiago
1280,431000.0,48.0,48.0,0.0,0,2,1,0,0,0,80000.0,18,16,2,la florida
1281,300000.0,38.0,38.0,0.0,0,1,1,0,0,0,80000.0,0,0,3,santiago
1282,7.0,20.0,20.0,0.0,0,1,1,0,2,0,20000.0,22,12,12,santiago
1283,85.0,285.0,225.0,60.0,0,3,3,3,0,1,380000.0,12,1,12,otras
1285,330000.0,38.0,38.0,0.0,0,1,1,0,0,1,0.0,0,0,0,santiago
1286,450000.0,0.0,54.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,san miguel
1288,270000.0,0.0,24.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,santiago
1289,290000.0,38.0,38.0,0.0,0,1,1,0,0,1,60000.0,0,0,14,estación central
1290,800000.0,105.0,105.0,0.0,0,3,2,2,0,0,0.0,0,0,0,providencia
1292,350000.0,55.0,50.0,0.0,0,2,2,0,0,0,0.0,0,0,0,la florida
1293,700000.0,0.0,75.0,0.0,0,0,0,0,0,0,230000.0,0,0,0,providencia
1294,1300000.0,0.0,125.0,0.0,0,0,0,0,0,0,33000.0,0,0,0,providencia
1295,55.0,0.0,150.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,otras
1297,700000.0,85.0,75.0,8.0,0,3,2,1,5,1,100000.0,6,8,5,ñuñoa
1298,750000.0,0.0,90.0,0.0,0,0,0,0,0,0,125000.0,0,0,0,providencia
1299,540000.0,76.0,76.0,0.0,0,3,2,1,0,0,50000.0,0,0,0,otras
1300,460000.0,0.0,60.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,santiago
1301,400000.0,38.0,35.0,3.0,0,1,1,0,2,0,50000.0,22,10,9,ñuñoa
1302,650000.0,50.0,45.0,5.0,0,1,1,0,0,0,0.0,0,0,0,las condes
1303,21.0,67.0,67.0,6.0,0,2,2,1,3,1,155000.0,7,6,4,providencia
1307,566000.0,0.0,50.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,ñuñoa
1308,1200000.0,0.0,49.0,0.0,0,0,0,0,0,0,0.0,0,0,0,las condes
1309,46.0,200.0,180.0,20.0,0,4,3,2,0,0,300000.0,0,0,0,otras
1310,300000.0,0.0,32.0,0.0,0,0,0,0,0,0,37000.0,0,0,0,santiago
1311,52.0,222.0,160.0,62.0,0,4,3,0,0,1,200000.0,6,1,3,otras
1313,680000.0,48.0,48.0,0.0,0,1,1,1,0,0,80000.0,16,0,13,las condes
1314,45.0,160.0,150.0,10.0,0,3,3,1,0,1,0.0,0,0,0,las condes
1315,600000.0,0.0,55.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,ñuñoa
1316,650000.0,76.0,70.0,6.0,0,3,2,1,5,1,100000.0,20,7,16,santiago
1317,10.0,37.0,34.0,3.0,0,1,1,1,2,0,55000.0,0,0,21,otras
1318,15.0,35.0,35.0,0.0,0,1,1,0,0,0,46000.0,0,0,13,las condes
1319,40.0,120.0,110.0,10.0,0,3,3,2,0,1,290000.0,0,0,0,otras
1322,1000000.0,0.0,58.0,0.0,0,0,0,0,0,0,180000.0,0,0,0,las condes
1323,340000.0,45.0,45.0,0.0,0,2,1,0,4,1,65000.0,0,7,5,santiago
1324,300000.0,33.0,33.0,2.0,0,1,1,0,2,0,50000.0,18,8,12,santiago
1325,1900000.0,136.0,113.0,23.0,0,4,3,2,12,1,280000.0,22,5,99,las condes
1326,800000.0,79.0,65.0,14.0,0,2,2,2,0,1,140000.0,8,0,8,las condes
1327,380000.0,0.0,42.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,otras
1329,850000.0,90.0,80.0,10.0,0,2,2,2,0,1,200000.0,4,0,0,otras
1330,450000.0,58.0,54.0,0.0,0,2,2,1,0,0,90000.0,0,0,0,otras
1331,1300000.0,120.0,87.0,32.0,0,2,2,2,0,1,0.0,11,4,8,otras
1332,1300000.0,135.0,125.0,15.0,0,3,4,2,5,0,240000.0,6,5,5,otras
1334,1100000.0,130.0,100.0,35.0,0,3,3,1,0,1,130000.0,15,0,10,las condes
1336,700000.0,90.0,90.0,10.0,0,2,2,1,4,1,170000.0,14,5,13,otras
1337,500000.0,54.0,48.0,6.0,0,2,2,1,4,1,70000.0,16,13,1,ñuñoa
1338,780000.0,0.0,72.0,0.0,0,0,0,0,0,0,0.0,0,0,0,ñuñoa
1339,1750.0,0.0,41.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,providencia
1340,480000.0,60.0,60.0,0.0,0,3,2,0,0,0,0.0,0,0,0,santiago
1341,300000.0,37.0,35.0,2.0,0,2,1,0,3,0,45000.0,0,0,0,otras
1342,550000.0,0.0,65.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,santiago
1343,500000.0,37.0,37.0,0.0,0,1,1,1,2,1,85000.0,21,8,20,ñuñoa
1344,332000.0,45.0,45.0,0.0,0,2,1,0,3,0,64000.0,14,10,6,santiago
1345,410000.0,47.0,45.0,2.0,0,2,1,0,3,0,40000.0,23,10,1,otras
1346,15.0,0.0,55.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,la florida
1347,320000.0,46.0,46.0,0.0,0,1,1,0,0,0,60000.0,0,0,0,santiago
1348,900000.0,100.0,90.0,6.0,0,3,3,1,4,0,150000.0,12,0,4,las condes
1349,480000.0,60.0,57.0,3.0,0,2,2,1,3,0,85000.0,0,0,0,otras
1350,470000.0,65.0,3.0,3.0,0,2,2,0,4,0,0.0,0,13,10,la cisterna
1351,310000.0,36.0,36.0,3.0,0,1,1,0,2,0,55000.0,0,0,14,santiago
1352,345000.0,47.0,47.0,3.0,0,1,1,0,0,1,67000.0,17,12,0,san miguel
1353,350000.0,0.0,42.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,la cisterna
1354,40.0,0.0,120.0,0.0,0,0,0,0,0,0,130.0,0,0,0,otras
1355,550000.0,53.0,53.0,0.0,0,2,2,0,0,0,0.0,0,0,0,santiago
1356,11.0,50.0,48.0,0.0,0,2,2,0,4,0,70000.0,0,0,0,santiago
1357,380000.0,38.0,35.0,3.0,0,1,1,0,0,1,55000.0,0,0,0,santiago
1358,495000.0,35.0,32.0,0.0,0,1,1,0,0,0,100000.0,0,0,0,providencia
1359,650000.0,0.0,68.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,santiago
1360,685000.0,65.0,65.0,6.0,0,2,2,0,3,0,55000.0,23,10,9,providencia
1362,750000.0,76.0,76.0,0.0,0,2,1,0,3,0,72360.0,23,10,19,providencia
1363,475000.0,33.0,33.0,0.0,0,1,1,0,0,0,65000.0,0,0,0,providencia
1365,530000.0,65.0,65.0,0.0,0,2,2,1,0,0,100000.0,0,0,0,santiago
1366,390000.0,55.0,55.0,0.0,0,2,2,0,0,0,0.0,0,0,0,estación central
1367,370000.0,31.0,31.0,2.0,0,1,1,0,2,0,0.0,10,4,9,santiago
1368,15.0,52.0,46.0,6.0,0,2,2,0,0,0,90000.0,24,0,13,santiago
1369,350000.0,0.0,50.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1370,350000.0,53.0,53.0,0.0,0,2,2,0,0,1,0.0,0,0,0,estación central
1371,390000.0,0.0,53.0,0.0,0,0,0,0,0,0,0.0,0,0,0,estación central
1372,360000.0,56.0,50.0,6.0,0,2,2,0,4,0,110000.0,12,6,11,santiago
1373,410000.0,48.0,45.0,3.0,0,2,1,1,3,0,68000.0,5,4,2,santiago
1374,340000.0,0.0,35.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,santiago
1375,290000.0,0.0,49.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,san miguel
1376,280000.0,28.0,28.0,0.0,0,1,1,0,0,0,0.0,23,13,0,san miguel
1377,650000.0,75.0,70.0,5.0,0,2,2,1,2,1,120000.0,8,0,0,providencia
1378,530000.0,60.0,60.0,2.0,0,2,1,1,0,0,52000.0,4,2,1,ñuñoa
1379,720000.0,70.0,66.0,4.0,0,2,2,1,4,1,100000.0,14,6,9,las condes
1380,255000.0,376.0,37.0,0.0,0,0,1,0,0,0,52000.0,0,0,14,otras
1381,750000.0,0.0,90.0,0.0,0,0,0,0,0,0,125000.0,0,0,0,providencia
1382,10.0,26.0,26.0,0.0,0,1,1,0,1,0,68000.0,0,0,15,providencia
1383,380000.0,0.0,29.0,0.0,0,0,0,0,0,0,75000.0,0,0,0,las condes
1385,740607.0,76.0,66.0,0.0,0,2,2,1,0,1,150000.0,6,4,2,providencia
1386,8600.0,0.0,12.0,0.0,0,0,0,0,0,0,0.0,0,0,0,las condes
1387,23.0,0.0,92.0,0.0,0,0,0,0,0,0,140000.0,0,0,0,providencia
1388,520000.0,0.0,40.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,las condes
1389,490000.0,0.0,60.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,ñuñoa
1390,450000.0,0.0,33.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,providencia
1391,1050000.0,130.0,120.0,0.0,0,4,3,1,5,1,160000.0,0,6,2,las condes
1392,700000.0,77.0,70.0,7.0,0,3,2,1,0,0,70000.0,0,0,2,ñuñoa
1393,400000.0,75.0,72.0,0.0,0,3,2,0,0,1,90000.0,0,0,14,otras
1394,720000.0,0.0,64.0,0.0,0,0,0,0,0,0,200000.0,0,0,0,providencia
1395,490000.0,0.0,100.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1396,580000.0,0.0,60.0,0.0,0,0,0,0,0,0,125000.0,0,0,0,las condes
1398,290000.0,3767.0,37.0,0.0,0,1,1,0,0,0,72000.0,10,0,0,san miguel
1399,240000.0,3085.0,30.0,21.0,0,1,1,0,2,0,32000.0,26,15,6,otras
1400,19.0,439.0,38.0,5.0,1,1,1,1,0,1,220000.0,1,0,0,otras
1402,1950.0,105.0,100.0,5.0,0,4,2,0,0,0,80000.0,4,0,0,ñuñoa
1403,21.0,70.0,65.0,5.0,0,2,2,1,0,1,0.0,0,0,0,las condes
1404,1050000.0,0.0,126.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,providencia
1405,500000.0,40.0,40.0,0.0,0,1,1,1,2,1,60000.0,4,0,2,las condes
1406,17.0,0.0,40.0,0.0,0,0,0,0,0,0,85000.0,0,0,0,las condes
1407,410000.0,0.0,34.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,ñuñoa
1408,13.0,6033.0,56.0,0.0,0,2,2,1,0,0,80000.0,0,0,0,san miguel
1410,19.0,0.0,60.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,providencia
1411,470000.0,42.0,38.0,4.0,0,1,1,1,0,1,120000.0,0,0,0,ñuñoa
1413,51.0,239.0,219.0,20.0,0,2,3,2,0,1,650000.0,15,0,7,otras
1414,300000.0,0.0,38.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,santiago
