id,precio,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,cantidad_pisos,departamentos_piso,numero_piso_unidad,comuna
1415,1750000.0,200.0,148.0,0.0,0,4,4,3,0,1,280000.0,0,0,0,otras
1416,270000.0,31.0,30.0,1.0,0,1,1,0,2,0,55000.0,14,6,4,santiago
1417,480000.0,0.0,26.0,0.0,0,0,0,0,0,0,160000.0,0,0,0,ñuñoa
1418,1280.0,4173.0,36.0,55.0,0,1,1,0,0,0,60000.0,26,8,0,ñuñoa
1419,630000.0,42.0,36.0,0.0,0,1,1,1,0,1,80000.0,0,0,0,las condes
1420,29.0,120.0,115.0,5.0,0,3,3,1,5,1,190000.0,6,6,6,providencia
1421,1100000.0,105.0,95.0,10.0,0,3,2,1,0,1,290000.0,0,0,2,las condes
1422,550000.0,50.0,50.0,2.0,0,2,2,1,0,0,90000.0,15,0,4,ñuñoa
1423,420000.0,52.0,50.0,3.0,0,1,1,1,2,0,85000.0,27,7,21,ñuñoa
1424,890000.0,50.0,50.0,0.0,0,1,1,1,0,0,0.0,0,0,0,las condes
1425,18.0,0.0,48.0,0.0,0,0,0,0,0,0,140000.0,0,0,0,las condes
1427,22.0,80.0,80.0,0.0,0,2,2,1,4,0,220000.0,10,4,0,otras
1428,40.0,0.0,140.0,0.0,0,0,0,0,0,0,350.0,0,0,0,providencia
1429,850000.0,0.0,91.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,ñuñoa
1430,550000.0,0.0,50.0,0.0,0,0,0,0,0,0,105000.0,0,0,0,providencia
1431,740000.0,0.0,88.0,0.0,0,0,0,0,0,0,150.0,0,0,0,ñuñoa
1432,1600000.0,175.0,140.0,35.0,0,3,0,2,0,1,290566.0,0,2,0,las condes
1433,800000.0,80.0,85.0,5.0,0,2,2,1,4,1,140000.0,10,5,6,providencia
1434,480000.0,62.0,62.0,0.0,0,3,2,0,4,0,95000.0,20,8,16,santiago
1435,395000.0,0.0,58.0,0.0,0,0,0,0,0,0,35000.0,0,0,0,santiago
1436,720000.0,60.0,60.0,15.0,0,2,1,0,2,0,75000.0,8,6,8,providencia
1437,1620.0,45.0,45.0,0.0,0,1,1,0,0,1,0.0,0,0,0,providencia
1439,9.0,0.0,35.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,ñuñoa
1440,1936.0,0.0,75.0,0.0,0,0,0,0,0,0,145000.0,0,0,0,ñuñoa
1441,1290000.0,0.0,140.0,0.0,0,0,0,0,0,0,200000.0,0,0,0,las condes
1442,400000.0,65.0,65.0,0.0,0,2,1,1,0,1,85000.0,16,14,8,la cisterna
1443,500000.0,0.0,51.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,otras
1444,420000.0,50.0,45.0,4.0,0,2,1,1,3,0,80000.0,15,6,8,otras
1446,980000.0,120.0,112.0,6.0,0,4,3,2,0,1,200000.0,13,4,13,las condes
1447,530000.0,0.0,42.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,ñuñoa
1449,320000.0,35.0,33.0,2.0,0,1,1,1,0,1,50000.0,14,12,11,san miguel
1450,1190000.0,0.0,2.0,0.0,0,2,3,0,0,0,0.0,0,0,0,otras
1451,370000.0,30.0,25.0,5.0,0,2,1,0,3,0,65000.0,15,10,6,la florida
1452,26.0,0.0,80.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1453,250000.0,0.0,28.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,estación central
1454,550000.0,41.0,36.0,5.0,0,1,1,1,0,1,85000.0,0,0,0,las condes
1456,250000.0,382.0,38.0,0.0,0,1,1,0,2,1,68000.0,24,10,1,santiago
1457,420000.0,40.0,37.0,3.0,0,1,1,1,0,1,60000.0,9,20,3,ñuñoa
1458,285000.0,0.0,28.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,santiago
1459,750000.0,64.0,70.0,5.0,0,2,2,1,0,0,80000.0,12,4,1,las condes
1460,1100000.0,0.0,95.0,0.0,0,0,0,0,0,0,200000.0,0,0,0,las condes
1461,898000.0,0.0,70.0,0.0,0,0,0,0,0,0,0.0,0,0,0,providencia
1462,330000.0,45.0,43.0,0.0,0,2,2,0,4,1,70000.0,15,10,16,santiago
1463,720000.0,0.0,58.0,0.0,0,0,0,0,0,0,180000.0,0,0,0,ñuñoa
1464,900000.0,0.0,90.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,las condes
1465,300000.0,0.0,48.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,la cisterna
1466,21.0,75.0,70.0,5.0,0,2,2,1,0,1,120000.0,17,8,8,las condes
1467,690000.0,65.0,65.0,0.0,0,2,2,1,0,1,180000.0,5,0,2,ñuñoa
1469,490000.0,65.0,70.0,5.0,0,3,2,1,4,1,80000.0,25,12,6,santiago
1470,630000.0,75.0,75.0,2.0,0,3,2,1,5,1,120000.0,18,20,17,otras
1471,1360.0,0.0,54.0,0.0,0,0,0,0,0,0,67000.0,0,0,0,ñuñoa
1472,350000.0,0.0,36.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,la florida
1473,32.0,0.0,75.0,0.0,0,0,0,0,0,0,200000.0,0,0,0,otras
1474,900000.0,70.0,65.0,2.0,0,2,2,0,4,0,135000.0,19,6,17,providencia
1475,330000.0,0.0,32.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,otras
1476,400000.0,56.0,54.0,2.0,0,2,2,0,4,1,90000.0,19,8,11,santiago
1477,350000.0,40.0,40.0,4.0,0,1,1,0,2,0,40000.0,12,6,7,santiago
1478,420000.0,44.0,36.0,10.0,0,1,1,1,2,1,98999.0,16,10,16,san miguel
1479,290000.0,50.0,50.0,0.0,0,3,1,0,0,0,50000.0,0,0,0,san miguel
1481,40.0,150.0,140.0,10.0,0,3,3,2,5,1,350000.0,15,2,5,otras
1482,795000.0,0.0,98.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,ñuñoa
1483,900000.0,0.0,69.0,0.0,0,0,0,0,0,0,110000.0,0,0,0,las condes
1484,550000.0,45.0,45.0,2.0,0,1,1,1,2,0,100000.0,0,0,7,ñuñoa
1485,310000.0,55.0,55.0,0.0,0,1,1,0,0,0,90000.0,0,0,0,santiago
1486,230000.0,2874.0,28.0,21.0,0,1,1,0,2,0,30000.0,25,20,8,estación central
1487,300000.0,38.0,34.0,5.0,0,1,1,0,2,0,50000.0,29,6,10,santiago
1488,1750.0,55.0,55.0,12.0,0,1,1,1,2,0,100000.0,11,3,10,las condes
1489,1950.0,0.0,47.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1490,650000.0,75.0,75.0,0.0,0,3,2,2,4,1,140000.0,12,12,1,otras
1491,56.0,140.0,20.0,0.0,0,3,3,3,0,1,500000.0,0,1,0,otras
1492,45.0,190.0,150.0,40.0,0,3,4,2,0,1,380000.0,0,0,0,las condes
1493,62.0,297.0,217.0,80.0,6,4,5,2,0,1,300000.0,2,0,0,otras
1494,1100000.0,165.0,140.0,0.0,0,4,3,1,0,1,280000.0,5,2,2,las condes
1495,900000.0,0.0,59.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,providencia
1497,320000.0,0.0,43.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,santiago
1498,650000.0,0.0,64.0,0.0,0,0,0,0,0,0,0.0,0,0,0,ñuñoa
1499,310000.0,33.0,33.0,0.0,0,1,1,0,2,0,44998.0,0,0,11,la florida
1501,350000.0,33.0,32.0,1.0,0,1,1,0,3,0,60000.0,25,15,13,santiago
1503,290000.0,0.0,40.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1504,495000.0,54.0,50.0,0.0,0,2,2,1,0,1,70000.0,0,0,21,otras
1505,980000.0,0.0,96.0,0.0,0,0,0,0,0,0,160000.0,0,0,0,las condes
1506,15.0,0.0,56.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1507,1300000.0,130.0,116.0,14.0,0,3,3,2,0,1,0.0,16,8,11,las condes
1508,450000.0,0.0,75.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,otras
1509,1600000.0,180.0,160.0,20.0,0,4,4,3,8,1,250000.0,1,2,6,otras
1510,290000.0,32.0,28.0,5.0,0,1,1,0,2,0,45000.0,19,8,6,la florida
1511,430000.0,38.0,36.0,0.0,0,1,1,1,1,0,70000.0,24,10,6,ñuñoa
1512,450000.0,0.0,50.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,santiago
1513,280000.0,0.0,32.0,0.0,0,0,0,0,0,0,48000.0,0,0,0,santiago
1514,680000.0,79.0,70.0,7.0,0,2,2,1,0,1,79999.0,0,8,22,ñuñoa
1515,700000.0,92.0,80.0,12.0,0,3,2,1,0,1,90000.0,0,0,0,la florida
1517,720000.0,70.0,70.0,0.0,0,2,2,1,0,1,190000.0,5,0,4,ñuñoa
1518,670000.0,69.0,69.0,0.0,0,2,2,1,4,1,130000.0,16,0,0,ñuñoa
1519,1000000.0,155.0,140.0,0.0,4,3,2,0,0,0,0.0,0,0,0,santiago
1520,23.0,92.0,88.0,4.0,0,2,2,1,0,1,140000.0,0,6,0,ñuñoa
1521,35.0,108.0,90.0,18.0,0,2,2,2,4,1,130000.0,4,4,4,otras
1522,1180000.0,0.0,140.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,las condes
1523,250000.0,0.0,25.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1524,585000.0,65.0,62.0,36.0,0,2,2,1,4,1,140000.0,17,17,17,ñuñoa
1525,1300000.0,180.0,155.0,25.0,0,5,4,2,0,1,0.0,5,2,2,otras
1526,300000.0,32.0,32.0,0.0,0,1,1,1,0,1,40000.0,0,0,0,santiago
1527,16.0,0.0,46.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,ñuñoa
1528,310000.0,30.0,30.0,0.0,0,1,1,0,2,0,55.0,0,27,18,santiago
1529,85.0,0.0,137.0,0.0,0,0,0,0,0,0,600000.0,0,0,0,otras
1530,1500000.0,150.0,140.0,0.0,0,4,3,2,0,1,190000.0,0,4,3,las condes
1531,300000.0,38.0,35.0,3.0,0,1,1,0,2,0,65000.0,24,8,2,santiago
1532,450000.0,67.0,67.0,3.0,0,2,2,1,5,1,100000.0,20,4,4,santiago
1533,39.0,0.0,127.0,0.0,0,0,0,0,0,0,200000.0,0,0,0,otras
1534,51.0,140.0,110.0,30.0,6,4,4,2,0,1,280000.0,7,2,0,las condes
1535,450000.0,55.0,52.0,0.0,0,3,1,1,4,0,50000.0,4,0,0,otras
1536,400000.0,36.0,31.0,0.0,0,1,1,0,2,0,50000.0,0,0,11,ñuñoa
1537,400000.0,50.0,50.0,5.0,0,2,2,0,4,0,65000.0,0,0,0,santiago
1538,299000.0,36.0,36.0,0.0,0,1,1,0,2,0,50000.0,22,6,14,santiago
1541,430000.0,50.0,50.0,0.0,0,2,2,0,3,0,75000.0,18,0,10,santiago
1542,350000.0,37.0,35.0,0.0,0,1,1,1,2,0,70000.0,8,0,2,otras
1543,35.0,150.0,150.0,0.0,0,4,3,1,0,1,180000.0,13,4,71,las condes
1544,340000.0,35.0,22.0,12.0,0,1,1,1,2,0,45.0,0,0,2,santiago
1545,450000.0,473.0,35.0,1187.0,0,1,1,1,2,1,50000.0,18,6,14,san miguel
1547,790000.0,50.0,50.0,0.0,0,2,2,1,3,1,105000.0,4,4,1,las condes
1548,36.0,100.0,100.0,0.0,0,2,2,2,0,1,0.0,0,0,0,las condes
1549,340000.0,0.0,40.0,0.0,0,0,0,0,0,0,85.0,0,0,0,la cisterna
1550,40.0,140.0,121.0,19.0,0,4,3,1,5,1,250000.0,14,4,11,otras
1551,450000.0,0.0,50.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,otras
1552,330000.0,343.0,30.0,3.0,0,1,1,0,2,1,65000.0,20,10,5,santiago
1553,1100000.0,0.0,99.0,0.0,0,0,0,0,0,0,250000.0,0,0,0,ñuñoa
1554,1200000.0,128.0,115.0,13.0,0,3,3,2,6,1,280000.0,11,4,10,providencia
1555,410000.0,57.0,53.0,35.0,0,2,1,0,4,0,90000.0,15,5,12,santiago
1556,1200000.0,140.0,127.0,1.0,0,3,2,1,5,1,200000.0,12,3,4,otras
1557,340000.0,0.0,45.0,0.0,0,0,0,0,0,0,130000.0,0,0,0,otras
1559,500000.0,0.0,52.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,santiago
1560,1200000.0,49.0,41.0,8.0,0,1,1,1,2,1,0.0,0,0,0,las condes
1561,950000.0,140.0,140.0,0.0,0,4,3,1,0,0,60000.0,0,0,0,las condes
1562,662000.0,0.0,60.0,0.0,0,0,0,0,0,0,160000.0,0,0,0,ñuñoa
1563,330000.0,3239.0,31.0,136.0,0,1,1,0,2,0,68000.0,8,12,0,la florida
1564,950000.0,200.0,180.0,20.0,0,4,3,2,0,1,250000.0,14,4,9,otras
1565,370000.0,4352.0,43.0,12.0,0,2,1,0,3,0,60000.0,20,12,5,la florida
1566,430000.0,42.0,42.0,0.0,0,1,1,0,2,0,23000.0,4,4,3,otras
1567,950.0,3197.0,30.0,196.0,0,1,1,0,0,0,46000.0,16,12,0,san miguel
1568,340000.0,39.0,35.0,3.0,0,2,1,0,4,0,65000.0,0,12,6,la cisterna
1569,300000.0,29.0,29.0,0.0,0,1,1,0,2,0,65000.0,21,10,4,otras
1570,23.0,552.0,55.0,79.0,0,1,1,1,2,1,100000.0,13,5,11,otras
1571,350000.0,42.0,42.0,0.0,0,1,1,0,0,0,80000.0,0,0,2,santiago
1572,450000.0,54.0,52.0,2.0,0,2,2,1,4,0,90000.0,10,12,10,santiago
1573,650000.0,34.0,25.0,875.0,0,1,1,0,2,0,0.0,0,0,1,otras
1575,270000.0,37.0,34.0,25.0,0,1,1,0,3,0,40000.0,24,12,7,estación central
1576,780000.0,0.0,66.0,0.0,0,0,0,0,0,0,140000.0,0,0,0,otras
1577,1950.0,50.0,45.0,5.0,0,1,1,1,2,1,90000.0,18,7,18,las condes
1578,650000.0,80.0,80.0,0.0,0,3,2,1,0,0,150000.0,0,0,0,ñuñoa
1579,500000.0,63.0,53.0,10.0,0,2,2,2,0,1,120000.0,10,6,9,otras
1580,850000.0,100.0,100.0,0.0,0,4,3,1,6,1,130000.0,0,4,16,las condes
1581,530000.0,65.0,65.0,0.0,0,3,2,1,0,1,95000.0,24,0,18,la florida
1582,1850000.0,0.0,192.0,0.0,0,0,0,0,0,0,450000.0,0,0,0,otras
1583,270000.0,35.0,35.0,6.0,0,1,1,0,2,0,40000.0,9,15,4,la cisterna
1584,290000.0,36.0,38.0,0.0,0,1,1,0,2,1,60000.0,0,0,16,otras
1585,534000.0,62.0,59.0,3.0,0,1,1,1,2,1,90000.0,23,0,22,santiago
1586,380000.0,53.0,33.0,0.0,0,1,1,0,2,0,90000.0,8,0,1,otras
1587,22.0,0.0,70.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,ñuñoa
1588,14.0,82.0,82.0,0.0,0,2,1,0,3,0,80000.0,0,0,6,santiago
1589,420000.0,65.0,65.0,0.0,0,2,2,1,4,1,90000.0,0,0,0,san miguel
1590,1000000.0,77.0,77.0,0.0,0,3,2,0,5,0,45000.0,3,2,3,providencia
1591,48.0,0.0,129.0,0.0,0,0,0,0,0,0,350000.0,0,0,0,otras
1592,700000.0,90.0,6.0,10.0,0,3,2,2,0,1,160000.0,0,4,2,otras
1595,580000.0,75.0,70.0,0.0,0,2,2,0,0,0,100000.0,0,0,0,santiago
1596,17.0,0.0,60.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,san miguel
1597,420000.0,50.0,50.0,0.0,0,2,1,1,3,0,65000.0,15,8,9,santiago
1598,16.0,0.0,39.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,las condes
1599,340000.0,0.0,34.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,santiago
1600,370000.0,65.0,65.0,0.0,0,2,1,0,4,0,80000.0,0,0,0,otras
1601,1600000.0,0.0,85.0,0.0,0,0,0,0,0,0,190000.0,0,0,0,otras
1602,350000.0,37.0,32.0,5.0,0,1,1,0,2,0,37500.0,0,0,0,otras
1603,1190000.0,0.0,93.0,0.0,0,0,0,0,0,0,240000.0,0,0,0,las condes
1604,600000.0,0.0,55.0,0.0,0,0,0,0,0,0,110000.0,0,0,0,las condes
1605,415000.0,45.0,45.0,0.0,0,2,1,1,0,1,50000.0,0,0,7,santiago
1606,500000.0,85.0,70.0,15.0,0,2,2,1,0,0,0.0,17,10,0,san miguel
1607,600000.0,100.0,100.0,25.0,0,2,2,0,0,0,95000.0,0,0,0,santiago
1608,460000.0,35.0,35.0,0.0,0,1,1,1,0,1,60000.0,4,4,1,otras
1609,810000.0,0.0,82.0,0.0,0,0,0,0,0,0,120000.0,0,0,0,ñuñoa
1610,500000.0,0.0,48.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,ñuñoa
1611,936000.0,75.0,63.0,12.0,0,2,2,1,0,1,210000.0,7,8,7,providencia
1613,270000.0,0.0,45.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,la cisterna
1615,550000.0,40.0,35.0,0.0,0,1,1,1,0,0,0.0,20,12,0,otras
1616,400000.0,56.0,54.0,2.0,0,3,1,0,4,0,50000.0,0,0,3,la cisterna
1617,370000.0,39.0,35.0,0.0,0,2,1,0,4,0,65000.0,0,14,6,la cisterna
1618,390000.0,37.0,31.0,0.0,0,1,1,1,2,1,60000.0,0,0,14,la florida
1619,14.0,30.0,30.0,0.0,0,1,1,1,0,0,90000.0,0,0,0,ñuñoa
1620,329000.0,0.0,50.0,0.0,0,0,0,0,0,0,59000.0,0,0,0,santiago
1621,950000.0,0.0,88.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1622,300000.0,0.0,30.0,0.0,0,0,0,0,0,0,35000.0,0,0,0,santiago
1623,54.0,308.0,150.0,158.0,0,3,3,2,0,1,0.0,6,3,6,otras
1624,550000.0,60.0,56.0,4.0,0,2,2,1,4,1,120000.0,0,0,12,santiago
1625,35.0,127.0,105.0,22.0,0,3,3,1,6,2,160000.0,4,4,3,otras
1629,1050.0,40.0,40.0,0.0,0,2,1,1,0,0,60000.0,0,0,0,santiago
1630,780000.0,0.0,68.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,ñuñoa
1631,1300000.0,167.0,180.0,10.0,0,4,4,2,6,1,350000.0,17,2,14,las condes
1632,800000.0,0.0,90.0,0.0,0,0,0,0,0,0,150000.0,0,0,0,ñuñoa
1633,500000.0,71.0,71.0,0.0,0,2,2,0,0,1,105000.0,0,0,9,otras
1634,1250.0,52.0,50.0,3.0,0,2,2,1,3,1,85000.0,0,0,0,la cisterna
1635,10.0,0.0,34.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,otras
1636,365000.0,38.0,31.0,0.0,0,1,1,0,2,1,55000.0,0,0,0,santiago
1637,350000.0,43.0,40.0,3.0,0,2,1,0,3,0,80000.0,0,0,0,la cisterna
1638,340000.0,372.0,34.0,297.0,0,1,1,0,0,0,60000.0,9,0,0,santiago
1639,525000.0,75.0,70.0,4.0,0,3,2,1,5,1,90000.0,17,8,2,otras
1640,395000.0,45.0,42.0,0.0,0,2,1,1,0,0,75000.0,11,0,0,la cisterna
1641,290000.0,0.0,43.0,0.0,0,0,0,0,0,0,55000.0,0,0,0,la cisterna
1642,340000.0,0.0,55.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,san miguel
1643,65.0,0.0,160.0,0.0,0,0,0,0,0,0,350000.0,0,0,0,las condes
1645,330000.0,38.0,38.0,0.0,0,1,1,0,0,0,50000.0,0,0,0,santiago
1646,350000.0,3948.0,35.0,429.0,0,1,1,0,2,0,45000.0,0,0,19,otras
1647,280000.0,30.0,30.0,0.0,0,1,1,0,2,0,50000.0,22,1,1,santiago
1648,1950.0,70.0,66.0,4.0,0,1,1,1,0,1,0.0,0,0,0,providencia
1650,560000.0,0.0,60.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,la florida
1651,350000.0,0.0,30.0,0.0,0,0,0,0,0,0,50000.0,0,0,0,san miguel
1652,429000.0,47.0,42.0,6.0,0,2,2,1,4,1,89000.0,10,9,8,san miguel
1653,430000.0,60.0,60.0,5.0,0,2,1,0,0,0,58000.0,20,8,6,santiago
1654,325000.0,0.0,36.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1655,550000.0,75.0,75.0,0.0,0,3,2,1,0,1,89000.0,0,0,0,la florida
1656,960000.0,105.0,101.0,0.0,0,4,3,1,0,0,0.0,0,0,0,ñuñoa
1657,52.0,160.0,115.0,45.0,0,3,3,2,4,1,400000.0,5,4,2,otras
1658,520000.0,70.0,68.0,2.0,0,2,2,1,3,1,70000.0,16,8,12,san miguel
1659,50.0,0.0,144.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1660,1250.0,49.0,46.0,0.0,0,2,2,1,4,1,80000.0,0,0,0,la cisterna
1661,340000.0,0.0,34.0,0.0,0,0,0,0,0,0,65000.0,0,0,0,estación central
1662,750000.0,0.0,120.0,0.0,0,0,0,0,0,0,100000.0,0,0,0,santiago
1663,350000.0,40.0,37.0,0.0,0,1,1,1,2,0,40000.0,0,0,11,santiago
1664,380000.0,46.0,38.0,6.0,0,2,1,0,3,0,40000.0,16,14,13,la cisterna
1665,450000.0,0.0,2.0,0.0,0,2,1,0,0,0,67000.0,0,0,0,santiago
1667,345000.0,42.0,36.0,6.0,0,1,1,0,2,0,52000.0,19,10,18,la florida
1668,375000.0,0.0,60.0,0.0,0,0,0,0,0,0,40000.0,0,0,0,otras
1669,315000.0,30.0,30.0,2.0,0,1,1,0,2,0,55000.0,20,0,10,santiago
1670,300000.0,0.0,35.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,otras
1671,299000.0,35.0,35.0,0.0,0,1,1,0,2,0,55000.0,16,6,8,santiago
1672,280000.0,0.0,25.0,0.0,0,0,0,0,0,0,75000.0,0,0,0,santiago
1673,360000.0,3751.0,34.0,266.0,0,1,1,0,2,0,50000.0,18,10,1,santiago
1674,85.0,178.0,138.0,40.0,0,3,3,2,0,1,600000.0,6,4,3,otras
1675,320000.0,37.0,31.0,6.0,0,1,1,1,2,0,57000.0,0,0,9,san miguel
1676,400000.0,0.0,60.0,0.0,0,0,0,0,0,0,0.0,0,0,0,otras
1677,300000.0,30.0,28.0,3.0,0,1,1,0,0,0,40000.0,0,0,0,santiago
1678,368000.0,33.0,33.0,0.0,0,1,1,0,2,0,35000.0,12,8,7,santiago
1679,250000.0,0.0,33.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,estación central
1680,1700000.0,240.0,200.0,40.0,0,4,3,3,0,1,280000.0,4,0,4,otras
1681,14.0,41.0,37.0,0.0,0,1,1,0,2,0,95000.0,0,0,14,ñuñoa
1682,480000.0,3976.0,36.0,362.0,0,1,1,0,0,1,80000.0,0,0,0,ñuñoa
1683,390000.0,0.0,31.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1684,670000.0,61.0,55.0,0.0,0,2,2,2,0,1,140000.0,25,0,13,ñuñoa
1685,45.0,140.0,140.0,0.0,0,0,2,2,0,0,280000.0,7,2,7,providencia
1686,430000.0,64.0,61.0,3.0,0,2,2,0,3,0,100000.0,10,10,2,santiago
1687,300000.0,37.0,34.0,3.0,0,1,1,0,2,0,45000.0,22,15,10,la cisterna
1688,350000.0,0.0,34.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,la florida
1689,480000.0,56.0,54.0,2.0,0,2,2,0,4,0,70000.0,23,6,15,santiago
1690,430000.0,50.0,46.0,4.0,2,2,1,1,0,1,50000.0,0,0,0,santiago
1691,330000.0,0.0,41.0,0.0,0,0,0,0,0,0,75000.0,0,0,0,estación central
1692,1100000.0,0.0,108.0,0.0,0,0,0,0,0,0,145000.0,0,0,0,providencia
1694,37.0,132.0,120.0,12.0,0,3,2,1,4,1,180000.0,18,3,3,otras
1695,1600000.0,184.0,154.0,30.0,0,4,3,1,0,1,350000.0,6,2,2,las condes
1696,380000.0,0.0,46.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,santiago
1697,42.0,137.0,122.0,15.0,0,3,3,2,5,1,260.0,11,4,8,otras
1698,460000.0,7214.0,58.0,1395.0,0,2,2,0,4,0,90000.0,0,0,0,otras
1699,390000.0,48.0,51.0,3.0,0,2,1,1,3,0,60000.0,30,7,5,santiago
1700,550000.0,64.0,64.0,3.0,0,2,2,1,4,1,90000.0,10,10,3,la florida
1701,320000.0,32.0,30.0,2.0,0,1,1,0,2,0,50000.0,0,0,0,santiago
1702,40.0,0.0,130.0,0.0,0,0,0,0,0,0,220000.0,0,0,0,otras
1703,390000.0,45.0,40.0,5.0,0,2,1,0,5,0,90000.0,25,8,1,santiago
1705,65.0,0.0,110.0,0.0,0,0,0,0,0,0,0.0,0,0,0,las condes
1706,340000.0,48.0,48.0,12.0,0,2,1,1,4,1,65000.0,29,22,15,estación central
1707,43.0,180.0,140.0,40.0,0,4,3,2,0,1,270.0,0,0,10,otras
1708,270000.0,38.0,35.0,3.0,0,1,1,0,2,0,100000.0,12,20,7,santiago
1709,660000.0,0.0,35.0,0.0,0,0,0,0,0,0,90000.0,0,0,0,las condes
1710,10.0,32.0,32.0,0.0,0,1,1,0,2,1,45000.0,20,8,5,santiago
1711,370000.0,50.0,53.0,3.0,0,2,2,1,0,1,70000.0,0,0,0,estación central
1712,290000.0,28.0,28.0,0.0,0,1,1,0,0,0,40000.0,0,0,0,santiago
1713,950000.0,100.0,100.0,0.0,0,4,3,2,0,1,0.0,17,4,3,las condes
1714,2980000.0,270.0,220.0,50.0,0,4,4,3,0,0,500000.0,14,0,12,las condes
1715,42.0,180.0,140.0,40.0,0,4,4,2,6,1,300000.0,7,4,4,las condes
1716,440000.0,0.0,47.0,0.0,0,0,0,0,0,0,31000.0,0,0,0,santiago
1717,1350000.0,160.0,140.0,20.0,0,4,4,1,6,1,250000.0,16,4,5,las condes
1718,550000.0,48.0,42.0,6.0,0,1,1,1,2,1,80000.0,7,3,6,ñuñoa
1719,1650.0,57.0,51.0,6.0,0,2,2,0,0,0,80000.0,18,6,2,ñuñoa
1721,395000.0,0.0,60.0,0.0,0,0,0,0,0,0,75000.0,0,0,0,san miguel
1722,30.0,0.0,106.0,0.0,0,0,0,0,0,0,220000.0,0,0,0,ñuñoa
1723,260000.0,26.0,26.0,0.0,0,1,1,0,2,0,35000.0,0,0,0,estación central
1724,360000.0,0.0,35.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1725,350000.0,0.0,34.0,0.0,0,0,0,0,0,0,45000.0,0,0,0,santiago
1726,400000.0,0.0,30.0,0.0,0,0,0,0,0,0,35000.0,0,0,0,santiago
1727,450000.0,85.0,85.0,27.0,0,2,2,1,4,1,90000.0,20,12,20,san miguel
1728,70.0,0.0,188.0,0.0,0,0,0,0,0,0,550000.0,0,0,0,otras
1730,330000.0,0.0,31.0,0.0,0,0,0,0,0,0,60000.0,0,0,0,estación central
1732,430000.0,0.0,60.0,0.0,0,0,0,0,0,0,80000.0,0,0,0,la florida
1733,1100000.0,53.0,44.0,5.0,0,1,1,1,2,1,90000.0,8,6,4,las condes
1734,580000.0,0.0,45.0,0.0,0,0,0,0,0,0,75000.0,0,0,0,ñuñoa
1735,340000.0,0.0,42.0,0.0,0,0,0,0,0,0,0.0,0,0,0,santiago
1736,390000.0,3572.0,35.0,21.0,0,2,1,1,4,1,50000.0,26,15,24,otras
1737,260000.0,30.0,30.0,0.0,0,1,1,0,0,0,70000.0,0,0,0,santiago
1738,1100000.0,110.0,95.0,15.0,0,2,2,1,0,1,150000.0,23,6,23,las condes
1739,510000.0,0.0,52.0,0.0,0,0,0,0,0,0,70000.0,0,0,0,santiago
